epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_y_kl,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_y_kl,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,0.0,71.51250584920247,0.7981376250584921,0.09999999999999999,0.0845592074924045,79.5784428914388,-1,,,,,,,
1,8,-1,,,,,,,-1,1.0,0.0,85.18694305419922,0.7407603561878204,0.1,0.08118585646152497,92.67572784423828
1,8,-1,0.0,71.16529803805881,0.7642450200186836,0.09999999999999999,0.08271163569556345,78.89045969645183,-1,,,,,,,
2,8,-1,,,,,,,-1,2.0,0.0,84.40717315673828,0.6945394277572632,0.1,0.08088834583759308,91.43345642089844
2,8,-1,0.0,69.63436296251085,0.6994537247551812,0.09999999999999999,0.07950566079881456,76.70840581258138,-1,,,,,,,
3,8,-1,,,,,,,-1,3.0,0.0,81.87361526489258,0.6496386826038361,0.1,0.07571364343166352,88.44571685791016
3,8,-1,0.0,68.25499852498372,0.6615956028302511,0.09999999999999999,0.07835463086764018,74.94931072658963,-1,,,,,,,
4,8,-1,,,,,,,-1,4.0,0.0,79.62084579467773,0.6695832312107086,0.1,0.07232156693935395,86.38900375366211
4,8,-1,0.0,66.66210979885525,0.6207424402236938,0.09999999999999999,0.07432182894812692,72.94385528564453,-1,,,,,,,
5,8,-1,,,,,,,-1,5.0,0.0,78.75200653076172,0.5861462354660034,0.1,0.07064388990402222,84.68411254882812
5,8,-1,0.0,64.96144061618381,0.6210558282004462,0.09999999999999999,0.07092953191863166,71.24292924669054,-1,,,,,,,
